rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
4432,5540096226705877517,182000,184700,485,44
4433,2420341970656045606,244152,248752,589,28
4434,4712664072712909715,195154,198554,468,31
4435,8758686347553787042,268763,284763,703,50
4436,404592488531147190,187516,191816,566,28
4437,-1487516158696945150,209754,212054,475,29
4438,-7202214996464893297,201414,204314,481,39
4439,7366914807846346287,263255,267455,651,76
4440,768176209411652426,170213,175113,495,25
4441,1380401046347910355,228281,230781,508,27
4442,-2952797551344533948,153989,156689,506,32
4443,-2523316191820590281,263712,268412,634,53
4444,-5101184277796142936,210645,214745,574,31
4445,262808975810400514,221576,225676,490,54
4446,3049706430363242708,218730,233730,539,26
4447,-2267206568175111761,274448,280648,748,36
4448,-6575252764365787929,201611,205511,575,33
4449,7257780313731332771,298696,304296,660,18
4450,-597722500362913529,245772,250472,661,56
4451,8918079244848147420,255104,258004,597,44
4452,-4895268593312495399,167532,170332,529,28
4453,-7438261691670062015,160855,166655,532,36
4454,-5909563029032514988,249913,253513,611,38
4455,-6010314946050137604,129053,130653,414,42
4456,-1064773178364030805,227385,230485,528,36
4457,-4191123716249680497,216570,218670,505,27
4458,-3251504512213748902,177651,180251,409,40
4459,-3530807042766776751,222745,226745,517,27
4460,-7421190397865167018,251090,254490,561,5
4461,-3797721098866152314,119878,126478,437,12
4462,6197663248120959645,208834,231834,461,22
4463,-2503275536568840982,212445,215445,539,38
4464,-594167114492912031,182367,185867,466,22
4465,-64206456241757138,179880,182780,472,34
4466,6686062997265524833,317513,321513,680,27
4467,747695818566774452,264803,268203,608,21
4468,6707863240137786027,269412,293512,599,13
4469,-7322923740992114633,201531,204231,484,28
4470,4188531642478607248,193680,197480,555,26
4471,7569615751097765604,160363,163863,453,60
4472,5148016525845781660,237127,240627,543,63
4473,3040211042193800653,356452,362152,703,64
4474,9062178058423241380,245549,248449,516,22
4475,-6433847985158390363,208893,242693,440,21
4476,-3175760555891477038,239764,243164,534,19
4477,-7438671524749255573,126017,127317,445,9
4478,-8945956009441416714,221186,224586,517,48
4479,2270854513061762195,217379,231479,517,54
4480,8229963687083765522,283939,289039,693,35
4481,2918718957086605422,358518,363018,774,19
4482,-3546890101232938044,255087,259387,557,36
4483,-9173619912269844856,249821,253121,630,23
4484,-6418982919031654869,220553,233753,476,48
4485,-7562810677706534371,173723,176223,510,26
4486,-6965007396918947747,395021,400421,800,34
4487,-1698526993986952513,175582,177982,421,27
4488,1290762153630570236,163384,165784,420,43
4489,-7262163485734375625,120242,124942,417,44
4490,8604749955898551566,256059,261259,641,25
4491,246175866846967855,213537,216637,617,36
4492,5892697743859542656,306898,311598,649,46
4493,-4717239614182859422,314009,321009,678,36
4494,-2194136718725229316,238843,243243,571,31
4495,-8423167044431002390,267848,273248,600,65
4496,2460548683951331802,229812,234412,469,45
4497,638869689806807279,96847,100347,338,40
4498,4718588504155786181,213980,215880,584,23
4499,135118989691354543,177655,179055,415,32
4500,-6372723144055407541,206576,209476,457,30
4501,-4430477705766407893,272263,276863,663,59
4502,4980395029584212503,219232,221732,616,30
4503,-1703538562928839425,209423,213223,474,14
4504,3450475892731523071,202607,207407,640,34
4505,-6225275130354087590,152270,154170,482,22
4506,6047325691230113849,300984,307884,786,21
4507,6167426591239260601,165635,170235,554,36
4508,5597408567390941723,196089,199289,475,36
4509,-1521052067171423897,274071,278471,689,60
4510,5727066575175882039,236345,239245,582,37
4511,-6464672487676772139,192472,195072,513,43
4512,2328160218615853193,317576,323076,745,45
4513,7047966803594520509,195676,205076,550,39
4514,-9146849828202501853,185964,188264,465,28
4515,4583760417711555783,325227,333627,767,59
4516,1321211910441079968,233799,237299,554,32
4517,-6439581197722885868,204996,208596,541,16
4518,1747391005276285696,227267,229867,498,14
4519,-730628911175142384,269856,274556,646,73
4520,-6127118880752540010,233163,237463,644,48
4521,4747453858155767828,132694,134694,299,56
4522,-8358996674016659705,243408,247308,553,35
4523,-7063207580150009231,231162,244762,557,17
4524,1583550539140710658,263646,267346,610,27
4525,-4214332555850118640,196882,199682,457,44
4526,-153333001746229943,174218,177318,479,51
4527,2599915919234368940,177279,179179,384,53
4528,-6667109587703680610,195814,198214,479,41
4529,-3181483787040386305,240085,244885,598,23
4530,-4170810128860897648,167293,169193,367,29
4531,-3895368405638228671,199705,203205,596,42
4532,-4547048763837449103,219470,221570,497,38
4533,-5572141856212963644,226572,229972,658,28
4534,-925289608621637481,345475,370775,779,37
4535,-4996598386172983782,197809,230809,446,45
4536,5034477149109625848,183601,195601,432,37
4537,-8464950593781920823,184608,186608,392,21
4538,-7502982376257547283,210187,214187,450,15
4539,-1352958519185421706,290778,296778,735,46
4540,-8278216805118175129,279560,284760,639,32
4541,3266332397397036591,230146,232946,538,22
4542,-5805147571585157192,273803,278503,637,33
4543,2699768134810487682,270432,283932,643,27
4544,-6861122731778866228,141411,144811,463,29
4545,-2566494797714977239,233570,246570,486,17
4546,-4496621397591093360,228510,231810,545,21
4547,-5287476065876065466,265076,289076,615,29
4548,5796980121393407672,179870,182070,446,86
4549,8969602553575995409,271718,278818,834,31
4550,8604570651886762672,305694,310994,710,12
4551,8386672438169610712,209308,211908,575,30
4552,4568846456967932487,304607,310007,740,41
4553,6883207463211557209,178692,180892,428,33
4554,-8138725668136196961,213415,219315,628,21
4555,7730556691502442424,229439,252839,570,39
4556,-3684239322527393253,246573,250873,587,9
4557,-5592538215827240256,252881,278281,618,31
4558,4405499516984898574,175659,178059,516,29
4559,-9144615149644248016,165618,168018,433,29
4560,5414486888176844596,152922,155222,435,61
4561,-4969556715527531515,110863,112163,337,39
4562,2550954729116691967,241330,244530,545,16
4563,-2253110548219165124,277410,309810,532,28
4564,-7405234588998728858,281590,285690,621,41
4565,6820823106656525036,320327,326227,809,28
4566,-7635649734570411976,264620,269420,607,28
4567,583846828055097837,254182,257382,624,50
4568,-6686660789519633651,251837,257237,607,31
4569,-5503918903693002262,246548,259048,484,24
4570,-6386863863750692255,354461,360061,819,41
4571,5240248545490744335,294568,320368,691,51
4572,-5449694225645579014,247154,251154,657,34
4573,8375433103497103778,193435,216535,482,58
4574,4674842781354117138,181897,184697,447,56
4575,-2748023462528743650,221595,226995,515,23
4576,-7518153078237405644,164264,167364,421,15
4577,-9217280483613379599,195719,198619,496,45
4578,900721444035088146,308619,315519,798,23
4579,1711137211394452634,155418,156618,311,29
4580,5203436022410086569,213471,217171,476,35
4581,4685379095296257714,206913,210013,458,9
4582,-5176574964338884656,294938,303138,685,57
4583,-5843493915765648753,223082,227282,630,20
4584,-712802759367298721,247709,251109,537,7
4585,1439951221675711632,195302,199102,462,44
4586,4886319656321795261,190035,192135,494,34
4587,2600610181517505773,131098,134698,453,24
4588,3427141466475610436,300371,313871,646,17
4589,7330625229311860537,263296,268996,685,30
4590,1927163112518487559,243309,245909,574,50
4591,5957524166505920494,222621,226721,501,31
4592,-3054067471653285752,201536,204736,566,43
4593,-3400189536319565200,237284,240584,545,26
4594,-2410468469745384898,268886,282886,664,37
4595,7038804607739448527,268506,281706,559,0
4596,-2608898174814976168,110694,114694,425,28
4597,-7819591965242023773,217451,219051,530,15
4598,8144828478116593376,178078,180478,426,16
4599,-121559315432995736,141373,144173,429,35
4600,8129066517165026886,192152,193352,400,52
4601,1830048495065202321,214538,216838,472,29
4602,-8768502265967098600,296318,300718,782,17
4603,6379961242444631297,175958,177458,427,24
4604,1484037987524733282,245994,249694,592,36
4605,7374491463481052680,142247,144347,391,30
4606,8511221266088430880,174929,177129,442,43
4607,3089690032841302563,201545,204845,517,9
4608,-8102935653722066364,296460,301760,709,35
4609,6117706510103825486,285491,288591,607,39
4610,4692559314613674634,219280,221980,675,45
4611,5960004386019778847,150923,172923,401,5
4612,6439713402050739341,263067,265767,549,15
4613,-3707524708691823914,160979,163379,434,42
4614,-1271219719942980669,327820,341720,730,63
4615,2089879092513592459,169593,172093,391,42
4616,-9008038178037132669,165192,177392,413,22
4617,-2341794344024254270,176358,182258,605,41
4618,4325518667381332101,182065,183565,397,13
4619,-2416603876129640170,181292,184392,451,21
4620,-8827047953922741783,130047,131947,365,28
4621,-7987629806467086791,235026,238326,486,30
4622,4817337336209639593,222159,225859,511,17
4623,5339908815350367549,180256,182956,555,31
4624,511183964406905357,154276,156876,428,53
4625,-3537671560359418549,229231,232231,477,33
4626,-4710415449622216732,208550,211650,469,38
4627,-4895028414974447458,173313,175713,419,50
4628,-4171417110976857489,210257,213457,494,1
4629,7914515268861441886,199971,212271,476,25
4630,-1179108562831081156,164748,166248,329,31
4631,3437586635575259282,204274,207174,484,29
4632,-2382225712936286069,180556,182556,468,24
4633,-1563204197597359908,179317,182717,412,51
4634,-4080007020530728513,176700,178900,487,23
4635,3518449711555018473,236814,240214,562,34
4636,-5544213020051280798,246380,250380,566,31
4637,7140816077195714715,185305,187805,504,52
4638,-4135903696345533104,366580,413880,829,29
4639,-6347346102684718531,282887,286287,634,32
4640,5177148384437026463,159523,161123,424,36
4641,4457921128744452608,223976,228376,658,49
4642,5817182419859995188,289326,294226,637,28
4643,9209230917914830352,195748,199348,487,25
4644,-5185017074012912417,248694,253094,600,28
4645,7943710917025113894,283680,298180,595,52
4646,-637835449360921033,234136,236536,440,43
4647,8439133909783089544,295311,300111,674,41
4648,-6361275707932147144,231141,233941,525,7
4649,4788579611303516674,265361,269061,540,13
4650,8492753535505564681,101445,101845,223,29
4651,4576554500172168163,231045,244545,544,48
4652,2603733534136923898,182632,185232,447,29
4653,4136258503226257898,178125,180725,423,27
4654,5237132251649904224,234431,237931,553,2
4655,-9038596767111888600,151151,152351,497,22
4656,-1469457448578814716,127529,128729,332,47
4657,-6086736296437040845,298259,303159,662,29
4658,-5364074968511583593,155920,157620,342,27
4659,1659904257598081748,254368,257068,652,42
4660,7674079269451825256,240767,245267,530,26
4661,1744342144524283776,188386,189986,451,21
4662,4027688406627863406,165766,167566,382,69
4663,-4339892645663167045,341420,347720,837,24
4664,9147327615703451544,149991,151891,304,30
4665,-9021021140867223032,171088,174688,493,42
4666,-6866343013178081184,268600,283900,646,66
4667,5920541838593518727,201307,203507,444,54
4668,-8915359769922275862,167823,177023,581,37
4669,-3268083386558914287,159471,161371,423,49
4670,-549648446008693470,188419,192119,583,37
4671,3195081711830536038,232408,239408,519,35
4672,-4323960121450023887,134484,137584,424,28
4673,6890052241788158817,278878,285078,695,24
4674,8433340810560107435,163782,166182,379,33
4675,-9095449720258889809,293203,317303,708,15
4676,5072130589687251941,187192,189992,458,36
4677,5812662030944027121,263881,268681,567,34
4678,3952394423562000788,199309,202809,476,16
4679,486926485503994847,168792,171492,439,50
4680,-8911770503734387289,185317,187917,480,42
4681,-7594056863498527934,234165,236765,507,17
4682,-627941746650881676,268505,275205,733,46
4683,-6176668658583921082,247102,251502,643,70
4684,6391870052748935994,288944,295744,749,62
4685,7342707178918727706,233457,235857,556,34
4686,281906306949018213,281193,285393,675,2
4687,680241402892034394,257015,260615,598,7
4688,-3679920416590609050,144802,146502,410,57
4689,840594234431946744,218585,222185,515,26
4690,-4439447788086743147,150182,154082,429,30
4691,7829522419367241312,299861,314961,708,50
4692,-6404223260464225588,164707,167607,407,39
4693,4386367798781974604,189419,191819,401,40
4694,4478261488613601458,279813,288013,822,46
4695,6038920506812304083,189320,190620,436,23
4696,7835033086914825763,247583,251183,530,42
4697,-8573808636807710664,137642,139042,326,20
4698,8016638911726112123,135617,136817,327,66
4699,8708637624336883829,204050,207450,455,30
4700,5607638737079139026,224888,227988,517,32
4701,6997307119855866937,217823,222223,529,28
4702,-4914129645354992649,164201,167601,464,30
4703,244883067899072517,224754,249154,491,26
4704,586646009025691848,302302,305702,739,38
4705,-9007317316645064193,311207,317407,642,45
4706,7364516484946635066,248212,251212,519,56
4707,2127668860700894258,231823,244923,474,33
4708,-9050502280460528409,270657,274557,626,32
4709,-2822279947147384940,334231,341331,734,33
4710,-2192898339004122680,182676,185176,464,28
4711,2693367141284484163,263341,267241,690,51
4712,-1971424852952142692,198067,201867,474,32
4713,-2677806660432056345,241867,247067,596,50
4714,-1459133661818698252,327078,331678,695,29
4715,183310318876872894,172890,174890,410,44
4716,2106460426597127592,335012,339412,760,51
4717,3527942462156905789,202849,206049,460,39
4718,9062223592656430208,238161,239961,490,38
4719,1647535350968818581,297681,303781,751,34
4720,414707185559953562,199267,202367,452,65
4721,5794856405180100129,223250,227250,467,27
4722,-1992270522062386161,187521,192221,474,40
4723,5471095411414896583,292782,298182,828,31
4724,-6283151722077217744,244582,248382,620,27
4725,-8680331029789135475,161382,163882,445,51
4726,-3518234486693088417,230676,244876,508,35
4727,-7060725581351918001,331458,347558,790,32
4728,8796266540717889854,255950,259650,541,47
4729,-4277817702402111107,225521,229621,659,23
4730,-1713994932737681375,258335,261435,643,52
